STATISTIC,Statistic Label,TLIST(Q1),Quarter,C02479V04377,Garda Region,C02480V03003,Type of Offence,UNIT,VALUE
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,12,Dangerous driving leading to death (012),Number,1
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,2,Sexual offences (02),Number,110
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,21,Rape and sexual assault (021),Number,102
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,22,Other sexual offences (022),Number,8
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,3,"Attempts/threats to murder, assaults, harassments and related offences (03)",Number,872
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,311,Murder-attempt (0311),Number,0
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,313,Threat to kill or cause serious harm  (0313 ),Number,11
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,33,Harassment and related offences (033),Number,93
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,34,"Assault causing harm, poisoning (034)",Number,150
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,35,Other assault (035),Number,618
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,4,Dangerous or negligent acts (04),Number,514
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,411,Dangerous driving causing serious bodily harm (0411),Number,0
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,0412_13,"Driving/In charge of a vehicle while intoxicated – alcohol and/or drugs (0412, 0413)",Number,497
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,412,Driving/in charge of a vehicle while over legal alcohol limit (0412),Number,477
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,413,Driving/in charge of a vehicle under the influence of drugs (0413),Number,20
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,421,Endangerment with potential for serious harm/death (0421),Number,3
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,422,"Abandoning a child, child neglect and cruelty (0422)",Number,3
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,423,Unseaworthy/dangerous use of boat or ship (0423),Number,0
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,424,False alarm/interference with aircraft or air transport facilities (0424),Number,0
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,425,Endangering traffic offences (0425),Number,11
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,5,Kidnapping and related offences (05),Number,3
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,511,False imprisonment (0511),Number,3
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,512,Abduction of person under 16 years of age (0512),Number,0
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,513,Human trafficking offences (0513),Number,0
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,6,"Robbery, extortion and hijacking offences (06)",Number,70
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,611,Robbery of an establishment or institution (0611),Number,16
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,612,Robbery of cash or goods in transit (0612),Number,0
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,613,Robbery from the person (0613),Number,53
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,621,Blackmail or extortion (0621),Number,0
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,631,"Carjacking, hijacking/unlawful seizure of aircraft/vessel (0631)",Number,1
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,7,Burglary and related offences (07),Number,1054
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,711,Aggravated burglary (0711),Number,11
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,712,Burglary (not aggravated) (0712),Number,1013
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,713,"Possession of an article (with intent to burgle, steal, demand) (0713)",Number,30
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,8,Theft and related offences (08),Number,3193
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,81,Theft/taking of vehicle and related offences (081),Number,270
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,821,Theft from person (0821),Number,83
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,822,Theft from shop (0822),Number,1110
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,84,"Other thefts, handling stolen property (084)",Number,1730
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,9,"Fraud, deception and related offences (09)",Number,180
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,10,Controlled drug offences (10),Number,825
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,1011,Importation of drugs (1011),Number,0
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,1012,Cultivation or manufacture of drugs (1012),Number,33
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,1021,Possession of drugs for sale or supply (1021),Number,176
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,1022,Possession of drugs for personal use (1022),Number,597
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,103,Other drug offences (103),Number,19
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,11,Weapons and explosives offences (11),Number,185
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,111,"Explosives, chemical weapons offences (111)",Number,5
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,1121,Discharging a firearm (1121),Number,3
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,1122,Possession of a firearm (1122),Number,13
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,113,Offensive weapons offences (n.e.c.) (113),Number,117
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,114,Fireworks offences (114),Number,47
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,12,Damage to property and to the environment  offences (12),Number,1527
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,1211,Arson (1211),Number,100
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,1212,Criminal damage (not arson) (1212),Number,1415
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,1221,Litter offences (1221),Number,12
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,13,Public order and other social code offences (13),Number,3082
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,131,Disorderly conduct (131),Number,2746
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,132,Trespass offences (132),Number,102
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,133,Liquor licensing offences (133),Number,163
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,134,Prostitution offences (134),Number,9
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,135,"Regulated betting/money, collection/trading offences (135)",Number,14
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,136,Social code offences (n.e.c.) (136),Number,48
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,15,"Offences against government, justice procedures and organisation of crime (15)",Number,417
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,151,Offences against government and its agents (151),Number,62
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,152,Organisation of crime and conspiracy to commit crime (152),Number,0
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,153,Perverting the course of justice (153),Number,8
CJQ05,Recorded crime incidents,20124,2012Q4,40,40 Southern Region,157,"Offences while in custody, breach of court orders (157)",Number,347
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,1,Homicide & related offences (01),Number,3
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,111,Murder (0111),Number,1
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,112,Manslaughter (0112),Number,0
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,113,Infanticide (0113),Number,0
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,12,Dangerous driving leading to death (012),Number,2
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,2,Sexual offences (02),Number,161
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,21,Rape and sexual assault (021),Number,148
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,22,Other sexual offences (022),Number,13
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,3,"Attempts/threats to murder, assaults, harassments and related offences (03)",Number,1037
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,311,Murder-attempt (0311),Number,2
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,313,Threat to kill or cause serious harm  (0313 ),Number,29
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,33,Harassment and related offences (033),Number,82
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,34,"Assault causing harm, poisoning (034)",Number,229
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,35,Other assault (035),Number,695
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,4,Dangerous or negligent acts (04),Number,474
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,411,Dangerous driving causing serious bodily harm (0411),Number,2
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,0412_13,"Driving/In charge of a vehicle while intoxicated – alcohol and/or drugs (0412, 0413)",Number,433
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,412,Driving/in charge of a vehicle while over legal alcohol limit (0412),Number,412
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,413,Driving/in charge of a vehicle under the influence of drugs (0413),Number,21
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,421,Endangerment with potential for serious harm/death (0421),Number,6
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,422,"Abandoning a child, child neglect and cruelty (0422)",Number,22
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,423,Unseaworthy/dangerous use of boat or ship (0423),Number,0
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,424,False alarm/interference with aircraft or air transport facilities (0424),Number,2
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,425,Endangering traffic offences (0425),Number,9
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,5,Kidnapping and related offences (05),Number,11
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,511,False imprisonment (0511),Number,5
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,512,Abduction of person under 16 years of age (0512),Number,3
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,513,Human trafficking offences (0513),Number,3
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,6,"Robbery, extortion and hijacking offences (06)",Number,509
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,611,Robbery of an establishment or institution (0611),Number,202
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,612,Robbery of cash or goods in transit (0612),Number,5
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,613,Robbery from the person (0613),Number,289
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,621,Blackmail or extortion (0621),Number,2
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,631,"Carjacking, hijacking/unlawful seizure of aircraft/vessel (0631)",Number,11
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,7,Burglary and related offences (07),Number,2499
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,711,Aggravated burglary (0711),Number,21
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,712,Burglary (not aggravated) (0712),Number,2364
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,713,"Possession of an article (with intent to burgle, steal, demand) (0713)",Number,114
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,8,Theft and related offences (08),Number,9270
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,81,Theft/taking of vehicle and related offences (081),Number,1017
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,821,Theft from person (0821),Number,1194
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,822,Theft from shop (0822),Number,2090
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,84,"Other thefts, handling stolen property (084)",Number,4969
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,9,"Fraud, deception and related offences (09)",Number,513
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,10,Controlled drug offences (10),Number,1571
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,1011,Importation of drugs (1011),Number,10
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,1012,Cultivation or manufacture of drugs (1012),Number,9
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,1021,Possession of drugs for sale or supply (1021),Number,437
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,1022,Possession of drugs for personal use (1022),Number,1061
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,103,Other drug offences (103),Number,54
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,11,Weapons and explosives offences (11),Number,297
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,111,"Explosives, chemical weapons offences (111)",Number,10
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,1121,Discharging a firearm (1121),Number,16
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,1122,Possession of a firearm (1122),Number,30
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,113,Offensive weapons offences (n.e.c.) (113),Number,239
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,114,Fireworks offences (114),Number,2
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,12,Damage to property and to the environment  offences (12),Number,3037
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,1211,Arson (1211),Number,130
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,1212,Criminal damage (not arson) (1212),Number,2901
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,1221,Litter offences (1221),Number,6
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,13,Public order and other social code offences (13),Number,2614
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,131,Disorderly conduct (131),Number,2127
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,132,Trespass offences (132),Number,285
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,133,Liquor licensing offences (133),Number,74
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,134,Prostitution offences (134),Number,14
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,135,"Regulated betting/money, collection/trading offences (135)",Number,20
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,136,Social code offences (n.e.c.) (136),Number,94
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,15,"Offences against government, justice procedures and organisation of crime (15)",Number,1166
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,151,Offences against government and its agents (151),Number,14
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,152,Organisation of crime and conspiracy to commit crime (152),Number,0
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,153,Perverting the course of justice (153),Number,6
CJQ05,Recorded crime incidents,20131,2013Q1,10,10 Dublin Metropolitan Region,157,"Offences while in custody, breach of court orders (157)",Number,1146
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,1,Homicide & related offences (01),Number,4
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,111,Murder (0111),Number,1
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,112,Manslaughter (0112),Number,0
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,113,Infanticide (0113),Number,0
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,12,Dangerous driving leading to death (012),Number,3
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,2,Sexual offences (02),Number,97
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,21,Rape and sexual assault (021),Number,92
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,22,Other sexual offences (022),Number,5
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,3,"Attempts/threats to murder, assaults, harassments and related offences (03)",Number,809
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,311,Murder-attempt (0311),Number,1
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,313,Threat to kill or cause serious harm  (0313 ),Number,12
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,33,Harassment and related offences (033),Number,128
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,34,"Assault causing harm, poisoning (034)",Number,166
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,35,Other assault (035),Number,502
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,4,Dangerous or negligent acts (04),Number,433
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,411,Dangerous driving causing serious bodily harm (0411),Number,1
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,0412_13,"Driving/In charge of a vehicle while intoxicated – alcohol and/or drugs (0412, 0413)",Number,401
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,412,Driving/in charge of a vehicle while over legal alcohol limit (0412),Number,400
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,413,Driving/in charge of a vehicle under the influence of drugs (0413),Number,1
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,421,Endangerment with potential for serious harm/death (0421),Number,3
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,422,"Abandoning a child, child neglect and cruelty (0422)",Number,17
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,423,Unseaworthy/dangerous use of boat or ship (0423),Number,0
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,424,False alarm/interference with aircraft or air transport facilities (0424),Number,0
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,425,Endangering traffic offences (0425),Number,11
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,5,Kidnapping and related offences (05),Number,11
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,511,False imprisonment (0511),Number,10
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,512,Abduction of person under 16 years of age (0512),Number,1
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,513,Human trafficking offences (0513),Number,0
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,6,"Robbery, extortion and hijacking offences (06)",Number,57
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,611,Robbery of an establishment or institution (0611),Number,17
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,612,Robbery of cash or goods in transit (0612),Number,1
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,613,Robbery from the person (0613),Number,39
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,621,Blackmail or extortion (0621),Number,0
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,631,"Carjacking, hijacking/unlawful seizure of aircraft/vessel (0631)",Number,0
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,7,Burglary and related offences (07),Number,954
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,711,Aggravated burglary (0711),Number,19
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,712,Burglary (not aggravated) (0712),Number,931
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,713,"Possession of an article (with intent to burgle, steal, demand) (0713)",Number,4
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,8,Theft and related offences (08),Number,2258
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,81,Theft/taking of vehicle and related offences (081),Number,247
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,821,Theft from person (0821),Number,49
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,822,Theft from shop (0822),Number,650
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,84,"Other thefts, handling stolen property (084)",Number,1312
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,9,"Fraud, deception and related offences (09)",Number,227
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,10,Controlled drug offences (10),Number,336
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,1011,Importation of drugs (1011),Number,3
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,1012,Cultivation or manufacture of drugs (1012),Number,13
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,1021,Possession of drugs for sale or supply (1021),Number,61
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,1022,Possession of drugs for personal use (1022),Number,252
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,103,Other drug offences (103),Number,7
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,11,Weapons and explosives offences (11),Number,74
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,111,"Explosives, chemical weapons offences (111)",Number,2
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,1121,Discharging a firearm (1121),Number,8
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,1122,Possession of a firearm (1122),Number,8
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,113,Offensive weapons offences (n.e.c.) (113),Number,52
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,114,Fireworks offences (114),Number,4
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,12,Damage to property and to the environment  offences (12),Number,1201
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,1211,Arson (1211),Number,75
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,1212,Criminal damage (not arson) (1212),Number,1075
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,1221,Litter offences (1221),Number,51
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,13,Public order and other social code offences (13),Number,1675
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,131,Disorderly conduct (131),Number,1477
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,132,Trespass offences (132),Number,104
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,133,Liquor licensing offences (133),Number,70
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,134,Prostitution offences (134),Number,5
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,135,"Regulated betting/money, collection/trading offences (135)",Number,9
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,136,Social code offences (n.e.c.) (136),Number,10
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,15,"Offences against government, justice procedures and organisation of crime (15)",Number,272
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,151,Offences against government and its agents (151),Number,11
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,152,Organisation of crime and conspiracy to commit crime (152),Number,1
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,153,Perverting the course of justice (153),Number,5
CJQ05,Recorded crime incidents,20131,2013Q1,20,20 North Western Region,157,"Offences while in custody, breach of court orders (157)",Number,255
CJQ05,Recorded crime incidents,20131,2013Q1,30,30 Eastern Region,1,Homicide & related offences (01),Number,9
CJQ05,Recorded crime incidents,20131,2013Q1,30,30 Eastern Region,111,Murder (0111),Number,5
CJQ05,Recorded crime incidents,20131,2013Q1,30,30 Eastern Region,112,Manslaughter (0112),Number,1
CJQ05,Recorded crime incidents,20131,2013Q1,30,30 Eastern Region,113,Infanticide (0113),Number,0
CJQ05,Recorded crime incidents,20131,2013Q1,30,30 Eastern Region,12,Dangerous driving leading to death (012),Number,3
CJQ05,Recorded crime incidents,20131,2013Q1,30,30 Eastern Region,2,Sexual offences (02),Number,147
CJQ05,Recorded crime incidents,20131,2013Q1,30,30 Eastern Region,21,Rape and sexual assault (021),Number,136
CJQ05,Recorded crime incidents,20131,2013Q1,30,30 Eastern Region,22,Other sexual offences (022),Number,11
CJQ05,Recorded crime incidents,20131,2013Q1,30,30 Eastern Region,3,"Attempts/threats to murder, assaults, harassments and related offences (03)",Number,829
CJQ05,Recorded crime incidents,20131,2013Q1,30,30 Eastern Region,311,Murder-attempt (0311),Number,1
CJQ05,Recorded crime incidents,20131,2013Q1,30,30 Eastern Region,313,Threat to kill or cause serious harm  (0313 ),Number,16
CJQ05,Recorded crime incidents,20131,2013Q1,30,30 Eastern Region,33,Harassment and related offences (033),Number,104
CJQ05,Recorded crime incidents,20131,2013Q1,30,30 Eastern Region,34,"Assault causing harm, poisoning (034)",Number,188
CJQ05,Recorded crime incidents,20131,2013Q1,30,30 Eastern Region,35,Other assault (035),Number,520
CJQ05,Recorded crime incidents,20131,2013Q1,30,30 Eastern Region,4,Dangerous or negligent acts (04),Number,427
CJQ05,Recorded crime incidents,20131,2013Q1,30,30 Eastern Region,411,Dangerous driving causing serious bodily harm (0411),Number,1
CJQ05,Recorded crime incidents,20131,2013Q1,30,30 Eastern Region,0412_13,"Driving/In charge of a vehicle while intoxicated – alcohol and/or drugs (0412, 0413)",Number,373
CJQ05,Recorded crime incidents,20131,2013Q1,30,30 Eastern Region,412,Driving/in charge of a vehicle while over legal alcohol limit (0412),Number,361
CJQ05,Recorded crime incidents,20131,2013Q1,30,30 Eastern Region,413,Driving/in charge of a vehicle under the influence of drugs (0413),Number,12
CJQ05,Recorded crime incidents,20131,2013Q1,30,30 Eastern Region,421,Endangerment with potential for serious harm/death (0421),Number,4
