STATISTIC,Statistic Label,TLIST(Q1),Quarter,C02479V04377,Garda Region,C02480V03003,Type of Offence,UNIT,VALUE
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,21,Rape and sexual assault (021),Number,144
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,22,Other sexual offences (022),Number,20
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,3,"Attempts/threats to murder, assaults, harassments and related offences (03)",Number,936
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,311,Murder-attempt (0311),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,313,Threat to kill or cause serious harm  (0313 ),Number,59
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,33,Harassment and related offences (033),Number,130
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,34,"Assault causing harm, poisoning (034)",Number,175
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,35,Other assault (035),Number,572
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,4,Dangerous or negligent acts (04),Number,396
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,411,Dangerous driving causing serious bodily harm (0411),Number,3
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,0412_13,"Driving/In charge of a vehicle while intoxicated – alcohol and/or drugs (0412, 0413)",Number,340
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,412,Driving/in charge of a vehicle while over legal alcohol limit (0412),Number,196
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,413,Driving/in charge of a vehicle under the influence of drugs (0413),Number,144
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,421,Endangerment with potential for serious harm/death (0421),Number,12
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,422,"Abandoning a child, child neglect and cruelty (0422)",Number,21
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,423,Unseaworthy/dangerous use of boat or ship (0423),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,424,False alarm/interference with aircraft or air transport facilities (0424),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,425,Endangering traffic offences (0425),Number,20
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,5,Kidnapping and related offences (05),Number,4
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,511,False imprisonment (0511),Number,4
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,512,Abduction of person under 16 years of age (0512),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,513,Human trafficking offences (0513),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,6,"Robbery, extortion and hijacking offences (06)",Number,41
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,611,Robbery of an establishment or institution (0611),Number,12
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,612,Robbery of cash or goods in transit (0612),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,613,Robbery from the person (0613),Number,11
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,621,Blackmail or extortion (0621),Number,14
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,631,"Carjacking, hijacking/unlawful seizure of aircraft/vessel (0631)",Number,4
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,7,Burglary and related offences (07),Number,285
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,711,Aggravated burglary (0711),Number,17
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,712,Burglary (not aggravated) (0712),Number,263
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,713,"Possession of an article (with intent to burgle, steal, demand) (0713)",Number,5
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,8,Theft and related offences (08),Number,1680
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,81,Theft/taking of vehicle and related offences (081),Number,121
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,821,Theft from person (0821),Number,10
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,822,Theft from shop (0822),Number,736
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,84,"Other thefts, handling stolen property (084)",Number,813
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,9,"Fraud, deception and related offences (09)",Number,637
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,10,Controlled drug offences (10),Number,1538
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,1011,Importation of drugs (1011),Number,2
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,1012,Cultivation or manufacture of drugs (1012),Number,18
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,1021,Possession of drugs for sale or supply (1021),Number,286
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,1022,Possession of drugs for personal use (1022),Number,1189
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,103,Other drug offences (103),Number,43
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,11,Weapons and explosives offences (11),Number,136
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,111,"Explosives, chemical weapons offences (111)",Number,3
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,1121,Discharging a firearm (1121),Number,2
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,1122,Possession of a firearm (1122),Number,8
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,113,Offensive weapons offences (n.e.c.) (113),Number,123
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,114,Fireworks offences (114),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,12,Damage to property and to the environment  offences (12),Number,940
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,1211,Arson (1211),Number,65
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,1212,Criminal damage (not arson) (1212),Number,852
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,1221,Litter offences (1221),Number,23
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,13,Public order and other social code offences (13),Number,1406
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,131,Disorderly conduct (131),Number,1142
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,132,Trespass offences (132),Number,98
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,133,Liquor licensing offences (133),Number,8
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,134,Prostitution offences (134),Number,1
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,135,"Regulated betting/money, collection/trading offences (135)",Number,1
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,136,Social code offences (n.e.c.) (136),Number,156
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,15,"Offences against government, justice procedures and organisation of crime (15)",Number,540
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,151,Offences against government and its agents (151),Number,19
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,152,Organisation of crime and conspiracy to commit crime (152),Number,1
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,153,Perverting the course of justice (153),Number,2
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,157,"Offences while in custody, breach of court orders (157)",Number,518
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,1,Homicide & related offences (01),Number,8
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,111,Murder (0111),Number,4
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,112,Manslaughter (0112),Number,1
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,113,Infanticide (0113),Number,0
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,12,Dangerous driving leading to death (012),Number,3
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,2,Sexual offences (02),Number,281
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,21,Rape and sexual assault (021),Number,230
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,22,Other sexual offences (022),Number,51
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,3,"Attempts/threats to murder, assaults, harassments and related offences (03)",Number,1678
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,311,Murder-attempt (0311),Number,1
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,313,Threat to kill or cause serious harm  (0313 ),Number,155
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,33,Harassment and related offences (033),Number,133
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,34,"Assault causing harm, poisoning (034)",Number,500
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,35,Other assault (035),Number,889
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,4,Dangerous or negligent acts (04),Number,514
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,411,Dangerous driving causing serious bodily harm (0411),Number,3
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,0412_13,"Driving/In charge of a vehicle while intoxicated – alcohol and/or drugs (0412, 0413)",Number,460
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,412,Driving/in charge of a vehicle while over legal alcohol limit (0412),Number,270
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,413,Driving/in charge of a vehicle under the influence of drugs (0413),Number,190
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,421,Endangerment with potential for serious harm/death (0421),Number,14
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,422,"Abandoning a child, child neglect and cruelty (0422)",Number,21
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,423,Unseaworthy/dangerous use of boat or ship (0423),Number,0
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,424,False alarm/interference with aircraft or air transport facilities (0424),Number,1
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,425,Endangering traffic offences (0425),Number,15
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,5,Kidnapping and related offences (05),Number,9
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,511,False imprisonment (0511),Number,8
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,512,Abduction of person under 16 years of age (0512),Number,0
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,513,Human trafficking offences (0513),Number,1
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,6,"Robbery, extortion and hijacking offences (06)",Number,237
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,611,Robbery of an establishment or institution (0611),Number,58
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,612,Robbery of cash or goods in transit (0612),Number,5
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,613,Robbery from the person (0613),Number,106
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,621,Blackmail or extortion (0621),Number,38
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,631,"Carjacking, hijacking/unlawful seizure of aircraft/vessel (0631)",Number,30
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,7,Burglary and related offences (07),Number,709
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,711,Aggravated burglary (0711),Number,15
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,712,Burglary (not aggravated) (0712),Number,663
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,713,"Possession of an article (with intent to burgle, steal, demand) (0713)",Number,31
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,8,Theft and related offences (08),Number,5786
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,81,Theft/taking of vehicle and related offences (081),Number,520
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,821,Theft from person (0821),Number,172
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,822,Theft from shop (0822),Number,2317
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,84,"Other thefts, handling stolen property (084)",Number,2777
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,9,"Fraud, deception and related offences (09)",Number,1476
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,10,Controlled drug offences (10),Number,2115
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,1011,Importation of drugs (1011),Number,0
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,1012,Cultivation or manufacture of drugs (1012),Number,6
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,1021,Possession of drugs for sale or supply (1021),Number,715
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,1022,Possession of drugs for personal use (1022),Number,1251
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,103,Other drug offences (103),Number,143
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,11,Weapons and explosives offences (11),Number,286
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,111,"Explosives, chemical weapons offences (111)",Number,5
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,1121,Discharging a firearm (1121),Number,9
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,1122,Possession of a firearm (1122),Number,19
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,113,Offensive weapons offences (n.e.c.) (113),Number,252
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,114,Fireworks offences (114),Number,1
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,12,Damage to property and to the environment  offences (12),Number,1751
CJQ05,Recorded crime incidents,20212,2021Q2,10,10 Dublin Metropolitan Region,1211,Arson (1211),Number,94
